Date,Cases,Deaths,Hospitalizations,Age_0_17,Age_18_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_plus
2024-01-06,203,4,31.0,23,29,27,26,32,28,18,20
2024-01-07,168,0,19.0,16,25,23,24,17,20,27,16
2024-01-08,282,0,31.0,40,41,35,36,41,30,42,17
2024-01-09,245,2,38.0,28,34,37,30,29,32,33,22
2024-01-10,275,2,33.0,35,41,33,33,43,34,30,26
2024-01-11,220,0,33.0,26,40,37,28,30,18,28,13
2024-01-12,164,3,27.0,25,26,19,21,22,19,21,11
2024-01-13,144,1,22.0,23,21,20,14,18,12,17,19
2024-01-14,92,1,24.0,9,7,13,12,13,15,15,8
2024-01-15,153,1,22.0,24,18,18,16,23,21,15,18
2024-01-16,168,1,32.0,19,35,21,12,25,28,15,12
2024-01-17,171,1,31.0,32,21,31,16,19,21,23,8
2024-01-18,197,1,25.0,26,25,28,18,26,34,21,19
2024-01-19,153,2,26.0,19,18,26,24,19,23,11,13
2024-01-20,97,3,10.0,10,16,18,9,11,14,9,10
2024-01-21,94,2,21.0,10,4,15,9,11,19,15,11
2024-01-22,172,1,20.0,36,29,22,20,20,15,16,14
2024-01-23,161,1,21.0,31,24,23,13,25,17,15,13
2024-01-24,174,1,19.0,29,23,23,33,21,21,10,14
2024-01-25,158,1,23.0,28,19,26,17,17,24,9,18
2024-01-26,139,2,19.0,26,21,20,14,9,26,11,12
2024-01-27,113,0,16.0,25,12,17,13,12,15,12,7
2024-01-28,96,0,20.0,16,12,12,12,15,13,8,8
2024-01-29,197,1,20.0,43,23,20,22,27,24,25,13
2024-01-30,201,4,22.0,50,30,23,19,19,32,12,16
2024-01-31,170,0,18.0,30,31,26,21,19,20,16,7
2024-02-01,182,2,25.0,38,20,31,18,25,24,11,15
2024-02-02,132,1,9.0,31,17,15,16,20,14,9,10
2024-02-03,96,1,19.0,26,7,14,15,13,8,7,6
2024-02-04,99,2,17.0,20,5,14,21,11,13,9,6
2024-02-05,187,0,21.0,50,26,26,23,20,21,7,14
2024-02-06,195,1,15.0,44,27,28,21,22,26,18,9
2024-02-07,184,1,25.0,43,32,24,18,27,20,9,11
2024-02-08,158,0,17.0,32,33,28,16,18,18,8,5
2024-02-09,143,1,20.0,27,13,25,18,15,18,19,8
2024-02-10,92,0,22.0,19,9,13,12,10,11,11,7
2024-02-11,121,1,16.0,16,14,25,17,15,11,11,12
2024-02-12,188,1,21.0,46,17,25,20,25,22,18,15
2024-02-13,169,1,17.0,23,28,19,18,25,26,18,12
2024-02-14,162,0,13.0,28,24,29,27,23,18,6,7
2024-02-15,145,1,11.0,25,18,29,21,12,19,10,11
2024-02-16,127,1,21.0,22,8,16,22,19,13,16,11
2024-02-17,90,2,10.0,12,12,15,11,13,15,9,3
2024-02-18,94,0,22.0,15,13,16,17,9,13,5,6
2024-02-19,151,0,17.0,20,14,31,19,18,19,19,11
2024-02-20,172,0,12.0,44,18,27,20,21,20,14,8
2024-02-21,175,2,21.0,32,21,22,22,29,17,21,11
2024-02-22,142,2,18.0,23,19,19,16,22,18,15,10
2024-02-23,121,3,12.0,22,15,14,18,15,17,16,4
2024-02-24,70,0,16.0,11,10,7,17,1,14,3,7
2024-02-25,84,1,13.0,8,19,9,11,10,7,16,4
2024-02-26,146,1,12.0,33,13,20,17,17,16,18,12
2024-02-27,126,0,20.0,12,18,23,15,20,15,12,11
2024-02-28,113,0,14.0,26,13,16,16,6,19,7,10
2024-02-29,123,0,16.0,17,15,16,16,15,21,12,11
2024-03-01,92,1,7.0,11,21,15,8,6,9,10,12
2024-03-02,69,0,14.0,7,7,7,16,9,8,12,3
2024-03-03,75,2,9.0,11,11,8,9,7,15,7,7
2024-03-04,100,0,15.0,15,10,20,13,10,15,9,8
2024-03-05,96,0,13.0,22,9,14,10,9,15,10,7
2024-03-06,93,1,6.0,17,17,15,14,10,12,4,4
2024-03-07,93,1,10.0,11,12,19,11,11,8,12,9
2024-03-08,69,1,7.0,12,4,9,9,12,5,7,11
2024-03-09,53,2,5.0,9,4,3,8,5,11,5,8
2024-03-10,52,0,10.0,8,12,3,10,5,4,5,5
2024-03-11,87,1,13.0,17,11,12,8,9,9,11,10
2024-03-12,81,0,13.0,15,7,10,14,11,11,6,7
2024-03-13,94,0,10.0,12,13,15,10,11,14,9,10
2024-03-14,94,2,11.0,17,16,15,13,8,13,5,7
2024-03-15,69,0,7.0,13,8,7,11,10,9,6,5
2024-03-16,43,0,6.0,8,5,6,4,5,5,6,4
2024-03-17,42,0,8.0,11,4,5,7,6,5,1,3
2024-03-18,65,0,11.0,9,7,7,9,14,7,7,5
2024-03-19,57,0,12.0,7,8,8,7,7,9,5,6
2024-03-20,64,0,9.0,11,13,12,6,4,9,6,3
2024-03-21,49,0,11.0,5,12,10,3,5,4,5,5
2024-03-22,54,1,12.0,7,6,7,9,6,5,2,12
2024-03-23,28,1,7.0,3,4,1,2,5,6,5,2
2024-03-24,43,1,8.0,5,5,8,5,7,5,5,3
2024-03-25,67,4,7.0,16,11,9,7,6,5,7,6
2024-03-26,55,0,8.0,9,6,9,5,3,9,8,6
2024-03-27,63,0,11.0,9,6,14,5,6,8,7,8
2024-03-28,65,0,10.0,8,12,8,5,7,10,9,6
2024-03-29,50,1,8.0,6,8,10,5,5,7,2,7
2024-03-30,28,0,7.0,5,4,4,1,2,5,2,5
2024-03-31,37,1,8.0,8,7,7,5,2,3,1,4
2024-04-01,51,0,6.0,5,6,5,9,5,9,8,4
2024-04-02,61,0,7.0,11,8,13,6,5,8,6,4
2024-04-03,53,0,9.0,8,6,7,5,10,5,7,5
2024-04-04,64,0,8.0,9,8,12,5,12,7,5,6
2024-04-05,45,1,9.0,7,9,10,7,3,1,7,1
2024-04-06,33,0,9.0,3,8,4,4,6,3,5,0
2024-04-07,25,0,2.0,5,5,1,3,4,2,3,2
2024-04-08,51,0,10.0,9,2,3,8,8,10,8,3
2024-04-09,35,0,9.0,3,5,6,6,4,5,4,2
2024-04-10,50,0,7.0,8,10,2,6,8,9,3,4
2024-04-11,49,0,9.0,3,9,8,4,7,8,3,7
2024-04-12,42,0,4.0,10,5,3,3,8,7,4,2
2024-04-13,48,0,5.0,8,8,9,5,4,4,8,2
2024-04-14,35,0,5.0,5,2,10,4,2,2,4,6
2024-04-15,54,1,8.0,10,7,8,7,6,5,7,4
2024-04-16,40,0,5.0,8,5,6,7,4,3,3,4
2024-04-17,41,0,5.0,10,6,4,2,6,6,4,3
2024-04-18,39,0,6.0,7,8,2,3,11,3,4,1
2024-04-19,24,0,6.0,6,2,5,1,2,2,3,3
2024-04-20,22,1,3.0,6,4,4,1,2,4,0,1
2024-04-21,20,1,6.0,2,2,0,6,1,4,0,5
2024-04-22,47,0,5.0,9,5,10,3,1,13,3,3
2024-04-23,53,0,9.0,16,8,6,4,3,7,7,2
2024-04-24,50,0,5.0,10,10,3,7,3,6,4,7
2024-04-25,38,0,7.0,1,7,3,5,8,6,6,2
2024-04-26,45,0,11.0,9,4,7,8,4,6,4,3
2024-04-27,29,1,3.0,6,1,2,3,5,7,3,2
2024-04-28,26,0,1.0,5,3,5,4,1,2,3,3
2024-04-29,45,0,4.0,10,5,10,1,4,10,1,4
2024-04-30,60,0,6.0,10,5,11,5,9,9,7,4
2024-05-01,42,0,4.0,6,7,9,5,5,3,5,2
2024-05-02,38,0,10.0,8,3,6,1,11,3,1,5
2024-05-03,138,0,4.0,22,13,10,12,33,38,6,4
2024-05-04,36,1,3.0,0,8,8,7,1,4,5,3
2024-05-05,20,0,4.0,3,5,5,3,0,2,0,2
2024-05-06,53,0,3.0,7,7,4,5,11,10,4,5
2024-05-07,53,1,7.0,9,6,14,5,4,5,6,4
2024-05-08,36,0,3.0,4,8,5,1,2,7,6,3
2024-05-09,33,0,1.0,8,2,8,3,6,1,5,0
2024-05-10,38,0,6.0,8,3,3,7,4,5,5,3
2024-05-11,32,0,2.0,6,0,3,4,8,4,4,3
2024-05-12,32,0,2.0,3,8,2,4,3,3,5,4
2024-05-13,55,0,10.0,12,7,7,6,4,8,6,5
2024-05-14,47,0,6.0,10,5,10,8,7,5,2,0
2024-05-15,50,0,6.0,6,3,9,9,8,5,6,4
2024-05-16,17,0,,3,3,2,2,4,2,0,1
2024-05-17,2,0,1.0,0,0,0,0,1,0,1,0
